id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1608155055722749952,1608155055722749952,2022-12-29 00:36:58 SE Asia Standard Time,2022-12-29,00:36:58,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED ‼️,,[cm] cara penulisan daftar pustaka yg referensinya dari skripsi pake apa style tuh beda kah sama artikel jurnal? bedanya gimana ya?,in,[],[],[],1,0,11,[],[],https://twitter.com/collegemenfess/status/1608155055722749952,False,,0,,,,,,,,[],,,,
1608153630154326016,1608153630154326016,2022-12-29 00:31:18 SE Asia Standard Time,2022-12-29,00:31:18,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED ‼️,,"[cm] permisi mau tanya untuk bab 2 dalam penulisan sk***i di tinjauan pustaka kan menjelaskan landasan dalam penelitian yah, itu boleh ngutip dari website atau cuma boleh ngutip dari para ahli ya? terima kasih🙏🏻",in,[],[],[],4,1,1,[],[],https://twitter.com/collegemenfess/status/1608153630154326016,False,,0,,,,,,,,[],,,,
1608151560575680517,1608151560575680517,2022-12-29 00:23:04 SE Asia Standard Time,2022-12-29,00:23:04,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED ‼️,,"[cm] aaaaa helppp, besok sender sidang 😭 katanya kalau ada 40 orang aamiin in doanya bakal cepet terkabul, jadi minta doanya ya guys. Semoga sender sidangnya lancar dan dosen penguji nya baik2, aamiin ya Allah 🥹  https://t.co/hlNSE8QBuX",in,[],[],['https://pbs.twimg.com/media/FlFNUoUaMAAn5lq.jpg'],71,0,186,[],[],https://twitter.com/collegemenfess/status/1608151560575680517,False,,1,https://pbs.twimg.com/media/FlFNUoUaMAAn5lq.jpg,,,,,,,[],,,,
1608150473806352384,1608150472661274624,2022-12-29 00:18:45 SE Asia Standard Time,2022-12-29,00:18:45,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED ‼️,,yang baru aja [cm],in,[],[],[],0,0,0,[],[],https://twitter.com/collegemenfess/status/1608150473806352384,False,,0,,,,,,,,[],,,,
1608150472661274624,1608150472661274624,2022-12-29 00:18:45 SE Asia Standard Time,2022-12-29,00:18:45,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED ‼️,,"hallo kakak, mau minta sarannya jadi sender udah ngajuin judul skripsi dan disuruh perbaikin sama calon dospem tapi sender dah ngestuck banget untuk perbaiki nya, tapi sender dapat topik baru. menurut kakak-kakak yg berpengalaman bagusan lanjut judul yg lama atau ganti (cont)",in,[],[],[],4,0,1,[],[],https://twitter.com/collegemenfess/status/1608150472661274624,False,,0,,,,,,,,[],,,,
1608150222525562886,1608150222525562886,2022-12-29 00:17:45 SE Asia Standard Time,2022-12-29,00:17:45,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED ‼️,,"sedih aku sempro ga ada yang ngasih apa apa, liat orang lain kok pada dikasih gitu:(( tapi gapapa harus semangat [cm]",in,[],[],[],8,0,5,[],[],https://twitter.com/collegemenfess/status/1608150222525562886,False,,0,,,,,,,,[],,,,
1608148694402203648,1608148694402203648,2022-12-29 00:11:41 SE Asia Standard Time,2022-12-29,00:11:41,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED ‼️,,[cm] ada yg tau NGO di Indonesia yang berkaitan sama terumbu karang apa ajaa?,in,[],[],[],2,0,1,[],[],https://twitter.com/collegemenfess/status/1608148694402203648,False,,0,,,,,,,,[],,,,
1608148293888143360,1608148293888143360,2022-12-29 00:10:05 SE Asia Standard Time,2022-12-29,00:10:05,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED ‼️,,"[cm] aku kan mau ambil judul perusahaan makanan dan minuman, itu aku nulisnya ""...pada sektor consumer non cyclicals"" atau ""...pada sektor makanan dan minuman""??  https://t.co/bmLKmxwXEQ",in,[],[],['https://pbs.twimg.com/media/FlFKWc7aUAETe2B.jpg'],2,0,0,[],[],https://twitter.com/collegemenfess/status/1608148293888143360,False,,1,https://pbs.twimg.com/media/FlFKWc7aUAETe2B.jpg,,,,,,,[],,,,
1608145605322498050,1608145605322498050,2022-12-28 23:59:24 SE Asia Standard Time,2022-12-28,23:59:24,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED ‼️,,[cm] adakah mahasiswa unsoed yang bersedia dimintain tolong buat akses repository? lagi butuh banget download file nya. terimakasih,in,[],[],[],1,0,3,[],[],https://twitter.com/collegemenfess/status/1608145605322498050,False,,0,,,,,,,,[],,,,
1608145187636903938,1608145187636903938,2022-12-28 23:57:45 SE Asia Standard Time,2022-12-28,23:57:45,+0700,1046084008742801408,collegemenfess,COLLE | CEK PINNED ‼️,,"[cm] kakak-kakak mau tanya, waktu nyusun krs sendiri kan ada jadwal praktikum, nah itu baiknya jadwalnya disamain (harinya) sama jadwal kelasnya atau gimana? terima kasih🙆🏻‍♀️",in,[],[],[],1,0,1,[],[],https://twitter.com/collegemenfess/status/1608145187636903938,False,,0,,,,,,,,[],,,,
